close,datetime,high,low,open,symbol,volume
464,120.56,1571374800000,121.02,119.86,120.0,JPM,10418383
465,123.55,1571634000000,123.77,121.99,122.05,JPM,13272678
466,124.79,1571720400000,125.1,123.12,123.45,JPM,12657085
467,125.12,1571806800000,125.15,124.165,124.2,JPM,9397328
468,125.03,1571893200000,125.66,124.07,125.29,JPM,8057164
469,126.03,1571979600000,126.65,124.75,125.0,JPM,9055690
470,126.51,1572238800000,127.21,126.4,126.57,JPM,9522184
471,126.43,1572325200000,127.42,125.94,126.06,JPM,9797283
472,125.73,1572411600000,126.26,124.916,126.05,JPM,8513704
473,124.92,1572498000000,125.73,123.86,125.49,JPM,11589074
474,127.8,1572584400000,127.9852,126.02,126.2,JPM,11682642
475,128.82,1572847200000,129.42,128.5601,129.08,JPM,9159871
476,129.1,1572933600000,130.3,128.84,129.39,JPM,13747635
477,129.3,1573020000000,129.84,128.58,128.69,JPM,11231123
478,130.0,1573106400000,131.29,129.92,130.43,JPM,13528925
479,130.38,1573192800000,130.4,129.25,129.88,JPM,9294223
480,129.92,1573452000000,130.1,129.35,129.6,JPM,8680490
481,129.16,1573538400000,130.62,129.01,129.63,JPM,9101912
482,128.48,1573624800000,128.815,127.42,128.13,JPM,8098146
483,128.6,1573711200000,128.84,127.59,127.72,JPM,8483725
484,129.53,1573797600000,129.53,128.4,129.23,JPM,10163667
485,130.62,1574056800000,130.65,128.99,129.56,JPM,8752503
486,130.58,1574143200000,131.25,130.18,130.99,JPM,8824852
487,129.63,1574229600000,130.62,128.94,130.3,JPM,11785284
488,129.93,1574316000000,130.72,129.39,130.0,JPM,7705492
489,130.79,1574402400000,131.22,130.1,130.15,JPM,8167918
490,131.49,1574661600000,132.07,130.865,131.25,JPM,10069669
491,131.67,1574748000000,131.82,130.3573,131.82,JPM,10493863
492,132.06,1574834400000,132.43,131.65,132.29,JPM,6609027
493,131.76,1575007200000,132.41,131.45,131.87,JPM,5712035
494,131.47,1575266400000,132.74,131.35,132.31,JPM,8622886
495,129.78,1575352800000,129.96,128.585,129.77,JPM,10649454
496,132.34,1575439200000,132.47,129.99,130.38,JPM,10319310
497,133.06,1575525600000,133.31,132.18,132.68,JPM,9587878
498,135.04,1575612000000,135.78,134.65,134.69,JPM,10171252
499,134.41,1575871200000,135.46,134.41,134.63,JPM,8576380
500,134.5,1575957600000,134.77,132.88,133.25,JPM,7533000
501,134.18,1576044000000,135.02,134.01,134.29,JPM,9012476
502,138.02,1576130400000,138.47,134.21,134.49,JPM,13725737
503,136.81,1576216800000,138.83,136.22,137.95,JPM,10594949
504,188.28,1513144800000,190.12,187.8,188.53,COST,3062856
505,186.53,1513231200000,189.736,186.17,188.58,COST,3743192
506,192.73,1513317600000,195.35,192.0,193.41,COST,8452891
507,192.31,1513576800000,194.35,191.9,192.63,COST,3492340
508,188.33,1513663200000,193.0,187.0,192.91,COST,3959865
509,187.51,1513749600000,189.2593,185.4,189.04,COST,3894399
510,186.8,1513836000000,188.4,186.58,188.0,COST,1908149
